Product Name,Size,Milk,Whip,Calories,Total Fat (g),Cholesterol (mg),Total Carbohydrates (g),Sugar (g),Protein (g),Caffeine (mg)
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,270,4,0,57,55,0.4,40
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Venti®,Coconut,Whip,380,15,40,60,58,1,40
Strawberries & Crème Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,170,0.1,0,38,37,3,0
Strawberries & Crème Frappuccino® Blended Beverage,Tall,Nonfat,Whip,250,8,30,41,39,4,0
Strawberries & Crème Frappuccino® Blended Beverage,Tall,2%,No Whip,180,2,5,38,37,3,0
Strawberries & Crème Frappuccino® Blended Beverage,Tall,2%,Whip,260,10,35,40,39,4,0
Strawberries & Crème Frappuccino® Blended Beverage,Tall,Whole,No Whip,190,3,10,38,37,3,0
Strawberries & Crème Frappuccino® Blended Beverage,Tall,Whole,Whip,270,11,40,40,39,3,0
Strawberries & Crème Frappuccino® Blended Beverage,Tall,Soy,No Whip,170,1.5,0,37,35,3,0
Strawberries & Crème Frappuccino® Blended Beverage,Tall,Soy,Whip,250,9,30,39,37,3,0
Strawberries & Crème Frappuccino® Blended Beverage,Tall,Coconut,No Whip,170,2,0,37,35,0.3,0
Strawberries & Crème Frappuccino® Blended Beverage,Tall,Coconut,Whip,250,10,30,39,38,1,0
Strawberries & Crème Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,230,0.2,0,53,52,4,0
Strawberries & Crème Frappuccino® Blended Beverage,Grande,Nonfat,Whip,340,11,45,56,54,5,0
Strawberries & Crème Frappuccino® Blended Beverage,Grande,2%,No Whip,250,2.5,10,53,51,4,0
Strawberries & Crème Frappuccino® Blended Beverage,Grande,2%,Whip,360,14,50,56,54,5,0
Strawberries & Crème Frappuccino® Blended Beverage,Grande,Whole,No Whip,260,4,10,53,51,4,0
Strawberries & Crème Frappuccino® Blended Beverage,Grande,Whole,Whip,370,15,55,56,54,4,0
Strawberries & Crème Frappuccino® Blended Beverage,Grande,Soy,No Whip,240,2,0,51,49,3,0
Strawberries & Crème Frappuccino® Blended Beverage,Grande,Soy,Whip,350,13,40,54,51,4,0
Strawberries & Crème Frappuccino® Blended Beverage,Grande,Coconut,No Whip,230,2.5,0,51,49,0.4,0
Strawberries & Crème Frappuccino® Blended Beverage,Grande,Coconut,Whip,340,14,40,54,53,1,0
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,300,0.2,5,70,68,6,0
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,420,11,45,73,70,7,0
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,2%,No Whip,330,3.5,15,69,68,6,0
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,2%,Whip,450,15,55,73,70,7,0
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,Whole,No Whip,350,6,15,69,68,6,0
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,Whole,Whip,460,17,60,73,70,6,0
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,Soy,No Whip,310,3,0,67,63,5,0
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,Soy,Whip,430,14,40,70,66,6,0
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,300,3.5,0,67,65,1,0
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,Coconut,Whip,420,15,40,70,68,1,0
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,Nonfat,No Whip,170,0.1,0,39,38,4,0
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,Nonfat,Whip,250,8,30,41,40,4,0
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,2%,No Whip,190,2,10,39,38,4,0
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,2%,Whip,270,10,40,41,39,4,0
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,Whole,No Whip,200,3.5,10,39,38,3,0
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,Whole,Whip,280,11,40,41,39,4,0
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,Soy,No Whip,180,1.5,0,37,35,3,0
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,Soy,Whip,260,10,30,39,37,3,0
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,Coconut,No Whip,170,2.5,0,37,36,0.2,0
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,Coconut,Whip,250,10,30,39,38,1,0
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,Nonfat,No Whip,240,0.1,8,56,55,5,0
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,Nonfat,Whip,360,11,45,60,57,5,0
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,2%,No Whip,270,3,10,56,55,5,0
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,2%,Whip,380,14,55,59,57,5,0
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,Whole,No Whip,280,4.5,15,56,55,4,0
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,Whole,Whip,400,16,55,59,57,5,0
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,Soy,No Whip,250,2.5,0,54,51,4,0
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,Soy,Whip,370,13,40,57,54,5,0
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,Coconut,No Whip,240,3,0,54,52,0.3,0
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,Coconut,Whip,360,14,40,57,56,1,0
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,Nonfat,No Whip,320,0.2,5,73,71,7,0
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,Nonfat,Whip,430,11,45,76,73,7,0
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,2%,No Whip,350,4,15,73,71,7,0
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,2%,Whip,460,15,55,76,73,7,0
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,Whole,No Whip,370,7,20,73,71,6,0
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,Whole,Whip,490,18,60,76,73,7,0
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,Soy,No Whip,330,3,0,69,66,6,0
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,Soy,Whip,440,14,40,73,68,6,0
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,Coconut,No Whip,310,4.5,0,69,67,0.5,0
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,Coconut,Whip,430,15,40,73,70,1,0
Caramel Apple Spice,Kids,N/A,No Whip,140,0,0,35,33,0,0
Caramel Apple Spice,Kids,N/A,Whip,210,6,20,40,37,0.3,0
Caramel Apple Spice,Short,N/A,No Whip,140,0,0,35,33,0,0
Caramel Apple Spice,Short,N/A,Whip,210,6,20,40,37,0.3,0
Caramel Apple Spice,Tall,N/A,No Whip,210,0,0,53,49,0,0
Caramel Apple Spice,Tall,N/A,Whip,300,7,25,59,55,0.4,0
Caramel Apple Spice,Grande,N/A,No Whip,280,0,0,70,65,0,0
Caramel Apple Spice,Grande,N/A,Whip,380,8,30,76,71,0.5,0
Caramel Apple Spice,Venti®,N/A,No Whip,360,0,0,89,83,0,0
Caramel Apple Spice,Venti®,N/A,Whip,450,8,30,95,88,0.5,0
Hot Chocolate,Kids,Nonfat,No Whip,140,1.5,5,26,23,7,15
Hot Chocolate,Kids,Nonfat,Whip,200,6,20,29,24,8,15
Hot Chocolate,Kids,2%,No Whip,170,4.5,15,26,22,7,15
Hot Chocolate,Kids,2%,Whip,230,10,30,28,24,7,15
Hot Chocolate,Kids,Whole,No Whip,190,7,15,26,22,7,15
Hot Chocolate,Kids,Whole,Whip,250,12,35,28,24,7,15
Hot Chocolate,Kids,Soy,No Whip,150,3.5,0,23,18,6,15
Hot Chocolate,Kids,Soy,Whip,210,9,20,25,20,6,15
Hot Chocolate,Kids,Coconut,No Whip,140,5,0,23,20,2,15
Hot Chocolate,Kids,Coconut,Whip,200,10,20,26,22,2,15
Hot Chocolate,Short,Nonfat,No Whip,140,1.5,5,26,23,7,15
Hot Chocolate,Short,Nonfat,Whip,200,6,20,29,24,8,15
Hot Chocolate,Short,2%,No Whip,170,4.5,15,26,22,7,15
Hot Chocolate,Short,2%,Whip,230,10,30,28,24,7,15
Hot Chocolate,Short,Whole,No Whip,190,7,15,26,22,7,15
Hot Chocolate,Short,Whole,Whip,250,12,35,28,24,7,15
Hot Chocolate,Short,Soy,No Whip,150,3.5,0,23,18,6,15
Hot Chocolate,Short,Soy,Whip,210,9,20,25,20,6,15
Hot Chocolate,Short,Coconut,No Whip,140,5,0,23,20,2,15
Hot Chocolate,Short,Coconut,Whip,200,10,20,26,22,2,15
Hot Chocolate,Tall,Nonfat,No Whip,210,2,5,37,32,11,20
Hot Chocolate,Tall,Nonfat,Whip,280,8,30,40,34,11,20
Hot Chocolate,Tall,2%,No Whip,250,7,20,37,32,11,20
Hot Chocolate,Tall,2%,Whip,320,13,45,39,34,11,20
Hot Chocolate,Tall,Whole,No Whip,280,10,25,37,32,10,20
Hot Chocolate,Tall,Whole,Whip,350,16,50,39,34,11,20
Hot Chocolate,Tall,Soy,No Whip,220,6,0,32,25,9,20
Hot Chocolate,Tall,Soy,Whip,290,12,25,35,28,9,20
Hot Chocolate,Tall,Coconut,No Whip,210,8,0,33,28,3,20
Hot Chocolate,Tall,Coconut,Whip,280,14,25,36,31,3,20
Hot Chocolate,Grande,Nonfat,No Whip,270,2.5,5,47,41,14,25
Hot Chocolate,Grande,Nonfat,Whip,350,10,35,51,43,15,25
Hot Chocolate,Grande,2%,No Whip,320,9,25,47,41,14,25
Hot Chocolate,Grande,2%,Whip,400,16,55,50,43,14,25
Hot Chocolate,Grande,Whole,No Whip,360,13,35,47,41,13,25
Hot Chocolate,Grande,Whole,Whip,440,20,60,50,43,14,25
Hot Chocolate,Grande,Soy,No Whip,280,8,0,41,32,12,25
Hot Chocolate,Grande,Soy,Whip,360,15,25,44,35,12,25
Hot Chocolate,Grande,Coconut,No Whip,270,10,0,42,35,4,25
Hot Chocolate,Grande,Coconut,Whip,350,17,25,46,38,4,30
Hot Chocolate,Venti®,Nonfat,No Whip,350,3.5,10,63,55,18,35
Hot Chocolate,Venti®,Nonfat,Whip,430,10,35,66,58,18,35
Hot Chocolate,Venti®,2%,No Whip,420,11,35,62,55,17,35
Hot Chocolate,Venti®,2%,Whip,500,19,60,66,57,18,35
Hot Chocolate,Venti®,Whole,No Whip,470,17,45,62,55,17,35
Hot Chocolate,Venti®,Whole,Whip,550,24,70,66,57,17,35
Hot Chocolate,Venti®,Soy,No Whip,370,9,0,55,44,15,35
Hot Chocolate,Venti®,Soy,Whip,450,17,25,58,46,15,35
Hot Chocolate,Venti®,Coconut,No Whip,360,13,0,57,48,4,35
Hot Chocolate,Venti®,Coconut,Whip,430,20,25,60,51,5,35
Lemonade,Kids,N/A,N/A,80,0,0,21,21,0.1,0
Lemonade,Tall,N/A,N/A,80,0,0,21,21,0.1,0
Lemonade,Grande,N/A,N/A,110,0,0,29,29,0.2,0
Lemonade,Venti®,N/A,N/A,150,0,0,41,41,0.2,0
Lemonade,Trenta,N/A,N/A,180,0,0,49,49,0.3,0
Milk,Tall,Nonfat,N/A,140,0.3,10,20,20,14,0
Milk,Tall,2%,N/A,200,8,30,19,19,13,0
Milk,Tall,Whole,N/A,240,13,40,19,19,13,0
Milk,Tall,Soy,N/A,160,6,0,13,10,11,0
Milk,Tall,Coconut,N/A,130,9,0,13,13,1,0
Milk,Grande,Nonfat,N/A,180,0.4,10,26,26,18,0
Milk,Grande,2%,N/A,260,10,40,25,25,17,0
Milk,Grande,Whole,N/A,320,17,55,25,25,17,0
Milk,Grande,Soy,N/A,210,8,0,17,13,15,0
Milk,Grande,Coconut,N/A,180,11,0,18,17,1,0
Milk,Venti®,Nonfat,N/A,250,0.5,15,37,37,25,0
Milk,Venti®,2%,N/A,370,15,60,36,36,24,0
Milk,Venti®,Whole,N/A,450,24,75,36,36,23,0
Milk,Venti®,Soy,N/A,300,12,0,24,18,21,0
Milk,Venti®,Coconut,N/A,250,16,0,25,23,2,0
Skinny Hot Chocolate,Kids,Nonfat,N/A,80,1,5,12,8,7,0
Skinny Hot Chocolate,Short,Nonfat,N/A,80,1,5,12,8,7,0
Skinny Hot Chocolate,Tall,Nonfat,N/A,130,1.5,5,18,13,11,0
Skinny Hot Chocolate,Grande,Nonfat,N/A,170,1.5,5,24,17,14,0
Skinny Hot Chocolate,Venti®,Nonfat,N/A,210,2,10,30,21,18,0
Steamed Apple Juice,Kids,N/A,N/A,120,0,0,30,27,0,0
Steamed Apple Juice,Short,N/A,N/A,120,0,0,30,27,0,0
Steamed Apple Juice,Tall,N/A,N/A,170,0,0,44,39,0,0
Steamed Apple Juice,Grande,N/A,N/A,220,0,0,55,50,0,0
Steamed Apple Juice,Venti®,N/A,N/A,280,0,0,69,62,0,0
Steamed Milk,Kids,Nonfat,N/A,70,0.2,5,10,10,7,0
Steamed Milk,Kids,2%,N/A,100,4,15,10,10,7,0
Steamed Milk,Kids,Whole,N/A,120,7,20,10,10,6,0
Steamed Milk,Kids,Soy,N/A,80,3,0,6,5,5,0
Steamed Milk,Kids,Coconut,N/A,70,5,0,7,7,0.5,0
Steamed Milk,Short,Nonfat,N/A,70,0.2,5,10,10,7,0
Steamed Milk,Short,2%,N/A,100,4,15,10,10,7,0
Steamed Milk,Short,Whole,N/A,120,7,20,10,10,6,0
Steamed Milk,Short,Soy,N/A,80,3,0,6,5,5,0
Steamed Milk,Short,Coconut,N/A,70,5,0,7,7,0.5,0
Steamed Milk,Tall,Nonfat,N/A,110,0.2,5,15,15,10,0
Steamed Milk,Tall,2%,N/A,160,6,25,15,15,10,0
Steamed Milk,Tall,Whole,N/A,190,10,30,15,15,10,0
Steamed Milk,Tall,Soy,N/A,120,4.5,0,9,7,8,0
Steamed Milk,Tall,Coconut,N/A,110,7,0,11,11,1,0
Steamed Milk,Grande,Nonfat,N/A,140,0.3,10,20,20,14,0
Steamed Milk,Grande,2%,N/A,200,8,30,19,19,13,0
Steamed Milk,Grande,Whole,N/A,250,13,40,19,19,13,0
Steamed Milk,Grande,Soy,N/A,150,6,0,12,9,11,0
Steamed Milk,Grande,Coconut,N/A,150,9,0,15,14,1,0
Steamed Milk,Venti®,Nonfat,N/A,170,0.4,10,25,25,17,0
Steamed Milk,Venti®,2%,N/A,260,10,40,25,25,17,0
Steamed Milk,Venti®,Whole,N/A,310,17,50,25,25,16,0
Steamed Milk,Venti®,Soy,N/A,200,8,0,16,12,14,0
Steamed Milk,Venti®,Coconut,N/A,180,12,0,18,17,1,0
Vanilla Steamer,Kids,Nonfat,N/A,100,0.2,5,19,19,6,0
Vanilla Steamer,Kids,2%,N/A,130,4,15,19,19,6,0
Vanilla Steamer,Kids,Whole,N/A,150,6,20,19,19,6,0
Vanilla Steamer,Kids,Soy,N/A,110,3,0,15,14,5,0
Vanilla Steamer,Kids,Coconut,N/A,110,4.5,0,16,16,0.5,0
Vanilla Steamer,Short,Nonfat,N/A,100,0.2,5,19,19,6,0
Vanilla Steamer,Short,2%,N/A,130,4,15,19,19,6,0
Vanilla Steamer,Short,Whole,N/A,150,6,20,19,19,6,0
Vanilla Steamer,Short,Soy,N/A,110,3,0,15,14,5,0
Vanilla Steamer,Short,Coconut,N/A,110,4.5,0,16,16,0.5,0
Vanilla Steamer,Tall,Nonfat,N/A,160,0.2,5,29,29,10,0
Vanilla Steamer,Tall,2%,N/A,200,6,25,28,28,10,0
Vanilla Steamer,Tall,Whole,N/A,230,9,30,28,28,9,0
Vanilla Steamer,Tall,Soy,N/A,170,4.5,0,23,21,8,0
Vanilla Steamer,Tall,Coconut,N/A,160,7,0,25,24,1,0
Vanilla Steamer,Grande,Nonfat,N/A,200,0.3,10,38,38,13,0
Vanilla Steamer,Grande,2%,N/A,270,7,30,37,37,12,0
Vanilla Steamer,Grande,Whole,N/A,310,12,40,37,37,12,0
Vanilla Steamer,Grande,Soy,N/A,220,6,0,30,27,10,0
Vanilla Steamer,Grande,Coconut,N/A,210,9,0,32,32,1,0
Vanilla Steamer,Venti®,Nonfat,N/A,260,0.4,10,48,47,16,0
Vanilla Steamer,Venti®,2%,N/A,340,10,40,47,47,16,0
Vanilla Steamer,Venti®,Whole,N/A,390,16,50,47,47,15,0
Vanilla Steamer,Venti®,Soy,N/A,280,7,0,38,35,13,0
Vanilla Steamer,Venti®,Coconut,N/A,270,11,0,41,40,1,0
White Hot Chocolate,Kids,Nonfat,No Whip,180,3,5,31,30,8,0
White Hot Chocolate,Kids,Nonfat,Whip,230,8,25,32,32,8,0
White Hot Chocolate,Kids,2%,No Whip,210,6,15,30,30,8,0
White Hot Chocolate,Kids,2%,Whip,260,11,35,32,31,8,0
White Hot Chocolate,Kids,Whole,No Whip,220,8,20,30,30,7,0
White Hot Chocolate,Kids,Whole,Whip,280,14,40,32,31,8,0
White Hot Chocolate,Kids,Soy,No Whip,190,5,5,27,26,6,0
White Hot Chocolate,Kids,Soy,Whip,240,11,20,29,27,7,0
White Hot Chocolate,Kids,Coconut,No Whip,180,7,5,28,28,2,0
White Hot Chocolate,Kids,Coconut,Whip,230,12,20,30,29,3,0
White Hot Chocolate,Short,Nonfat,No Whip,180,3,5,31,30,8,0
White Hot Chocolate,Short,Nonfat,Whip,230,8,25,32,32,8,0
White Hot Chocolate,Short,2%,No Whip,210,6,15,30,30,8,0
White Hot Chocolate,Short,2%,Whip,260,11,35,32,31,8,0
White Hot Chocolate,Short,Whole,No Whip,220,8,20,30,30,7,0
White Hot Chocolate,Short,Whole,Whip,280,14,40,32,31,8,0
White Hot Chocolate,Short,Soy,No Whip,190,5,5,27,26,6,0
White Hot Chocolate,Short,Soy,Whip,240,11,20,29,27,7,0
White Hot Chocolate,Short,Coconut,No Whip,180,7,5,28,28,2,0
White Hot Chocolate,Short,Coconut,Whip,230,12,20,30,29,3,0
White Hot Chocolate,Tall,Nonfat,No Whip,270,4.5,10,46,46,12,0
White Hot Chocolate,Tall,Nonfat,Whip,330,11,30,48,47,12,0
White Hot Chocolate,Tall,2%,No Whip,310,9,25,46,46,12,0
White Hot Chocolate,Tall,2%,Whip,370,16,45,48,47,12,0
White Hot Chocolate,Tall,Whole,No Whip,340,13,30,46,46,11,0
White Hot Chocolate,Tall,Whole,Whip,400,19,55,48,47,11,0
White Hot Chocolate,Tall,Soy,No Whip,280,8,5,41,39,10,0
White Hot Chocolate,Tall,Soy,Whip,340,14,25,43,40,10,0
White Hot Chocolate,Tall,Coconut,No Whip,270,10,5,42,42,3,0
White Hot Chocolate,Tall,Coconut,Whip,330,16,25,44,43,4,0
White Hot Chocolate,Grande,Nonfat,No Whip,360,6,10,61,61,15,0
White Hot Chocolate,Grande,Nonfat,Whip,430,13,40,63,62,16,0
White Hot Chocolate,Grande,2%,No Whip,410,12,30,61,60,15,0
White Hot Chocolate,Grande,2%,Whip,480,19,60,63,62,15,0
White Hot Chocolate,Grande,Whole,No Whip,450,17,40,61,60,15,0
White Hot Chocolate,Grande,Whole,Whip,520,24,65,63,62,15,0
White Hot Chocolate,Grande,Soy,No Whip,370,11,5,55,52,13,0
White Hot Chocolate,Grande,Soy,Whip,440,18,30,57,53,13,0
White Hot Chocolate,Grande,Coconut,No Whip,360,13,5,56,55,5,0
White Hot Chocolate,Grande,Coconut,Whip,430,20,30,58,57,5,0
White Hot Chocolate,Venti®,Nonfat,No Whip,450,7,15,77,77,20,0
White Hot Chocolate,Venti®,Nonfat,Whip,520,14,40,79,78,20,0
White Hot Chocolate,Venti®,2%,No Whip,520,16,40,76,76,19,0
White Hot Chocolate,Venti®,2%,Whip,590,23,65,78,78,20,0
White Hot Chocolate,Venti®,Whole,No Whip,570,21,50,76,76,19,0
White Hot Chocolate,Venti®,Whole,Whip,640,28,75,78,78,19,0
White Hot Chocolate,Venti®,Soy,No Whip,470,14,5,69,65,16,0
White Hot Chocolate,Venti®,Soy,Whip,540,21,30,71,67,17,0
White Hot Chocolate,Venti®,Coconut,No Whip,450,17,5,71,69,6,0
White Hot Chocolate,Venti®,Coconut,Whip,520,24,30,73,71,6,0
